
nm	Data	
440.0	9999.9	
440.2	9951	
440.4	9850	
440.6	9704	
440.8	9517	
441.0	9297	
441.2	9048	
441.4	8775	
441.6	8483	
441.8	8175	
442.0	7858	
442.2	7533	
442.4	7204	
442.6	6871	
442.8	6537	
443.0	6202	
443.2	5872	
443.4	5546	
443.6	5227	
443.8	4915	
444.0	4612	
444.2	4317	
444.4	4033	
444.6	3759	
444.8	3497	
445.0	3247	
445.2	3011	
445.4	2788	
445.6	2578	
445.8	2380	
446.0	2195	
446.2	2021	
446.4	1860	
446.6	1710	
446.8	1571	
447.0	1442	
447.2	1324	
447.4	1215	
447.6	1115	
447.8	1024	
448.0	940.5	
448.2	864.5	
448.4	795.3	
448.6	732.3	
448.8	675.0	
449.0	622.9	
449.2	575.7	
449.4	532.8	
449.6	493.9	
449.8	458.5	
450.0	426.3	
450.2	397.1	
450.4	370.6	
450.6	346.6	
450.8	325.0	
451.0	305.3	
451.2	287.4	
451.4	271.2	
451.6	256.6	
451.8	243.4	
452.0	231.4	
452.2	220.7	
452.4	210.9	
452.6	202.0	
452.8	194.0	
453.0	186.9	
453.2	180.4	
453.4	174.6	
453.6	169.3	
453.8	164.6	
454.0	160.3	
454.2	156.7	
454.4	153.5	
454.6	150.7	
454.8	148.4	
455.0	146.2	
455.2	144.4	
455.4	142.7	
455.6	141.3	
455.8	140.0	
456.0	139.0	
456.2	138.1	
456.4	137.4	
456.6	136.9	
456.8	136.5	
457.0	136.3	
457.2	136.1	
457.4	136.1	
457.6	136.3	
457.8	136.6	
458.0	137.0	
458.2	137.4	
458.4	137.8	
458.6	138.4	
458.8	139.1	
459.0	139.8	
459.2	140.5	
459.4	141.2	
459.6	142.0	
459.8	142.8	
460.0	143.8	
460.2	144.8	
460.4	146.0	
460.6	147.1	
460.8	148.2	
461.0	149.4	
461.2	150.5	
461.4	151.7	
461.6	152.9	
461.8	154.2	
462.0	155.5	
462.2	157.0	
462.4	158.5	
462.6	160.2	
462.8	161.7	
463.0	163.1	
463.2	164.5	
463.4	165.8	
463.6	167.3	
463.8	168.9	
464.0	170.6	
464.2	172.3	
464.4	174.0	
464.6	175.8	
464.8	177.6	
465.0	179.4	
465.2	181.3	
465.4	183.1	
465.6	185.0	
465.8	186.8	
466.0	188.8	
466.2	190.7	
466.4	192.8	
466.6	194.8	
466.8	196.9	
467.0	199.0	
467.2	201.3	
467.4	203.8	
467.6	206.2	
467.8	208.6	
468.0	210.9	
468.2	213.1	
468.4	215.2	
468.6	217.5	
468.8	219.8	
469.0	222.3	
469.2	224.8	
469.4	227.2	
469.6	229.7	
469.8	232.1	
470.0	234.6	
470.2	237.1	
470.4	239.6	
470.6	242.1	
470.8	244.8	
471.0	247.5	
471.2	250.4	
471.4	253.3	
471.6	256.2	
471.8	259.3	
472.0	262.3	
472.2	265.2	
472.4	268.0	
472.6	270.9	
472.8	273.8	
473.0	276.8	
473.2	279.8	
473.4	282.8	
473.6	286.0	
473.8	289.3	
474.0	292.6	
474.2	295.9	
474.4	299.4	
474.6	302.8	
474.8	306.2	
475.0	309.6	
475.2	313.1	
475.4	316.7	
475.6	320.4	
475.8	324.1	
476.0	327.7	
476.2	331.3	
476.4	334.8	
476.6	338.3	
476.8	341.9	
477.0	345.7	
477.2	349.5	
477.4	353.2	
477.6	356.8	
477.8	360.3	
478.0	363.8	
478.2	367.6	
478.4	371.6	
478.6	375.7	
478.8	379.8	
479.0	383.9	
479.2	388.0	
479.4	392.2	
479.6	396.4	
479.8	400.5	
480.0	404.6	
480.2	408.9	
480.4	413.3	
480.6	417.8	
480.8	422.5	
481.0	427.3	
481.2	431.9	
481.4	436.3	
481.6	440.8	
481.8	445.2	
482.0	449.8	
482.2	454.7	
482.4	459.6	
482.6	464.6	
482.8	469.9	
483.0	475.2	
483.2	480.2	
483.4	485.1	
483.6	490.0	
483.8	495.0	
484.0	500.3	
484.2	505.5	
484.4	510.9	
484.6	516.6	
484.8	522.5	
485.0	528.4	
485.2	534.3	
485.4	540.0	
485.6	545.8	
485.8	551.9	
486.0	557.9	
486.2	563.7	
486.4	569.6	
486.6	575.5	
486.8	581.3	
487.0	587.3	
487.2	593.4	
487.4	599.6	
487.6	605.8	
487.8	612.2	
488.0	618.7	
488.2	625.4	
488.4	632.1	
488.6	638.8	
488.8	645.5	
489.0	652.6	
489.2	659.7	
489.4	666.5	
489.6	672.9	
489.8	679.2	
490.0	685.8	
490.2	692.8	
490.4	700.2	
490.6	708.0	
490.8	715.8	
491.0	723.3	
491.2	730.7	
491.4	738.0	
491.6	745.4	
491.8	753.3	
492.0	761.2	
492.2	768.9	
492.4	776.3	
492.6	783.6	
492.8	791.1	
493.0	799.0	
493.2	807.2	
493.4	815.2	
493.6	822.8	
493.8	830.2	
494.0	837.7	
494.2	845.2	
494.4	853.0	
494.6	861.1	
494.8	869.3	
495.0	877.6	
495.2	885.7	
495.4	893.8	
495.6	901.9	
495.8	910.0	
496.0	918.5	
496.2	927.0	
496.4	935.3	
496.6	943.6	
496.8	951.8	
497.0	959.8	
497.2	967.8	
497.4	976.1	
497.6	984.7	
497.8	993.5	
498.0	1002	
498.2	1010	
498.4	1019	
498.6	1027	
