
nm	Data	
440.0	9999.9	
440.2	9944	
440.4	9840	
440.6	9691	
440.8	9504	
441.0	9283	
441.2	9035	
441.4	8762	
441.6	8471	
441.8	8164	
442.0	7848	
442.2	7525	
442.4	7198	
442.6	6866	
442.8	6533	
443.0	6199	
443.2	5868	
443.4	5541	
443.6	5222	
443.8	4910	
444.0	4607	
444.2	4314	
444.4	4030	
444.6	3757	
444.8	3496	
445.0	3246	
445.2	3010	
445.4	2787	
445.6	2577	
445.8	2379	
446.0	2194	
446.2	2020	
446.4	1858	
446.6	1708	
446.8	1569	
447.0	1440	
447.2	1322	
447.4	1214	
447.6	1114	
447.8	1022	
448.0	939.1	
448.2	863.2	
448.4	794.1	
448.6	731.2	
448.8	674.1	
449.0	622.2	
449.2	575.0	
449.4	532.2	
449.6	493.3	
449.8	458.0	
450.0	425.8	
450.2	396.6	
450.4	370.0	
450.6	345.8	
450.8	324.0	
451.0	304.3	
451.2	286.4	
451.4	270.1	
451.6	255.3	
451.8	241.8	
452.0	229.8	
452.2	218.9	
452.4	209.0	
452.6	200.2	
452.8	192.2	
453.0	185.2	
453.2	178.7	
453.4	172.9	
453.6	167.7	
453.8	163.1	
454.0	159.0	
454.2	155.3	
454.4	152.0	
454.6	149.1	
454.8	146.6	
455.0	144.2	
455.2	142.2	
455.4	140.5	
455.6	139.1	
455.8	138.1	
456.0	137.2	
456.2	136.4	
456.4	135.7	
456.6	135.2	
456.8	134.9	
457.0	134.8	
457.2	134.8	
457.4	134.8	
457.6	134.8	
457.8	134.9	
458.0	135.0	
458.2	135.3	
458.4	135.8	
458.6	136.3	
458.8	137.1	
459.0	138.1	
459.2	139.1	
459.4	140.1	
459.6	140.9	
459.8	141.7	
460.0	142.6	
460.2	143.5	
460.4	144.5	
460.6	145.6	
460.8	146.6	
461.0	147.7	
461.2	148.9	
461.4	150.1	
461.6	151.4	
461.8	152.8	
462.0	154.1	
462.2	155.5	
462.4	156.9	
462.6	158.3	
462.8	159.8	
463.0	161.4	
463.2	162.9	
463.4	164.3	
463.6	165.8	
463.8	167.3	
464.0	168.8	
464.2	170.5	
464.4	172.3	
464.6	174.1	
464.8	176.1	
465.0	177.9	
465.2	179.7	
465.4	181.4	
465.6	183.1	
465.8	184.8	
466.0	186.6	
466.2	188.6	
466.4	190.8	
466.6	192.7	
466.8	194.7	
467.0	196.8	
467.2	199.0	
467.4	201.2	
467.6	203.5	
467.8	205.4	
468.0	207.3	
468.2	209.3	
468.4	211.5	
468.6	213.9	
468.8	216.5	
