		
nm	Data	
440.0	9999.9	
440.2	9994	
440.4	9930	
440.6	9814	
440.8	9653	
441.0	9452	
441.2	9218	
441.4	8955	
441.6	8671	
441.8	8370	
442.0	8056	
442.2	7733	
442.4	7404	
442.6	7069	
442.8	6731	
443.0	6392	
443.2	6054	
443.4	5721	
443.6	5394	
443.8	5075	
444.0	4765	
444.2	4463	
444.4	4172	
444.6	3891	
444.8	3621	
445.0	3364	
445.2	3119	
445.4	2889	
445.6	2671	
445.8	2466	
446.0	2274	
446.2	2093	
446.4	1925	
446.6	1769	
446.8	1625	
447.0	1491	
447.2	1368	
447.4	1255	
447.6	1152	
447.8	1057	
448.0	969.7	
448.2	890.5	
448.4	818.4	
448.6	752.9	
448.8	693.4	
449.0	639.3	
449.2	590.1	
449.4	545.5	
449.6	505.0	
449.8	468.1	
450.0	434.6	
450.2	404.1	
450.4	376.5	
450.6	351.4	
450.8	328.8	
451.0	308.3	
451.2	289.6	
451.4	272.7	
451.6	257.3	
451.8	243.4	
452.0	230.8	
452.2	219.5	
452.4	209.1	
452.6	199.7	
452.8	191.2	
453.0	183.5	
453.2	176.7	
453.4	170.6	
453.6	165.1	
453.8	160.1	
454.0	155.6	
454.2	151.7	
454.4	148.2	
454.6	145.1	
454.8	142.4	
455.0	140.0	
455.2	137.8	
455.4	135.9	
455.6	134.2	
455.8	132.7	
456.0	131.6	
456.2	130.6	
456.4	129.9	
456.6	129.2	
456.8	128.7	
457.0	128.3	
457.2	127.9	
457.4	127.7	
457.6	127.7	
457.8	127.9	
458.0	128.2	
458.2	128.5	
458.4	128.8	
458.6	129.2	
458.8	129.7	
459.0	130.2	
459.2	130.9	
459.4	131.7	
459.6	132.5	
459.8	133.2	
460.0	133.9	
460.2	134.7	
460.4	135.5	
460.6	136.4	
460.8	137.4	
461.0	138.3	
461.2	139.4	
461.4	140.6	
461.6	141.7	
461.8	142.9	
462.0	144.0	
462.2	145.1	
462.4	146.3	
462.6	147.5	
462.8	148.7	
463.0	149.9	
463.2	151.2	
463.4	152.5	
463.6	153.9	
463.8	155.2	
464.0	156.6	
464.2	157.9	
464.4	159.4	
464.6	160.9	
464.8	162.4	
465.0	163.9	
465.2	165.3	
465.4	166.6	
465.6	168.1	
465.8	169.7	
466.0	171.3	
466.2	173.0	
466.4	174.7	
466.6	176.3	
466.8	178.1	
467.0	180.0	
467.2	181.8	
467.4	183.7	
467.6	185.5	
467.8	187.3	
468.0	189.0	
468.2	190.9	
468.4	192.9	
468.6	194.8	
468.8	196.7	
469.0	198.5	
469.2	200.2	
469.4	202.0	
469.6	204.1	
469.8	206.4	
470.0	208.8	
470.2	211.3	
470.4	213.6	
470.6	215.8	
470.8	217.9	
471.0	220.1	
471.2	222.3	
471.4	224.7	
471.6	227.2	
471.8	229.6	
472.0	232.0	
472.2	234.3	
472.4	236.4	
472.6	238.4	
472.8	240.4	
473.0	242.5	
473.2	244.7	
473.4	247.3	
473.6	250.0	
473.8	252.7	
474.0	255.4	
474.2	258.0	
474.4	260.6	
474.6	263.1	
474.8	265.6	
475.0	268.1	
475.2	270.4	
475.4	272.9	
475.6	275.4	
475.8	278.0	
476.0	280.8	
476.2	283.6	
476.4	286.3	
476.6	289.0	
476.8	291.7	
477.0	294.3	
477.2	297.1	
477.4	300.1	
477.6	303.0	
477.8	306.0	
478.0	309.1	
478.2	312.0	
478.4	314.8	
478.6	317.8	
478.8	320.9	
479.0	324.1	
479.2	327.4	
479.4	330.6	
479.6	333.8	
479.8	337.0	
480.0	340.0	
480.2	343.1	
480.4	346.3	
480.6	349.4	
480.8	352.7	
481.0	356.2	
481.2	359.8	
481.4	363.4	
481.6	367.2	
481.8	370.8	
482.0	374.2	
482.2	377.4	
482.4	380.7	
482.6	383.9	
482.8	387.5	
483.0	391.3	
483.2	395.0	
483.4	398.6	
483.6	402.4	
483.8	406.1	
484.0	410.1	
484.2	414.5	
484.4	418.8	
484.6	423.0	
484.8	427.0	
485.0	430.9	
485.2	434.9	
485.4	439.2	
485.6	443.5	
485.8	447.8	
486.0	452.2	
486.2	456.6	
486.4	460.9	
486.6	465.5	
486.8	470.0	
487.0	474.6	
487.2	479.3	
487.4	484.0	
487.6	488.5	
487.8	493.3	
488.0	498.1	
488.2	502.9	
488.4	507.8	
488.6	512.7	
488.8	517.8	
489.0	522.9	
489.2	528.0	
489.4	533.1	
489.6	538.4	
489.8	543.9	
490.0	549.3	
490.2	554.3	
490.4	559.2	
490.6	564.0	
490.8	569.0	
491.0	574.4	
491.2	579.8	
491.4	585.4	
491.6	590.9	
491.8	596.3	
492.0	601.7	
492.2	607.1	
492.4	612.7	
492.6	618.2	
492.8	623.9	
493.0	629.3	
493.2	634.7	
493.4	640.5	
493.6	646.5	
493.8	652.4	
494.0	658.3	
494.2	664.1	
494.4	669.8	
494.6	675.5	
494.8	681.1	
495.0	686.5	
495.2	692.1	
495.4	697.5	
495.6	703.1	
495.8	708.9	
496.0	714.9	
496.2	720.9	
496.4	727.0	
496.6	733.0	
496.8	738.7	
497.0	744.3	
497.2	750.0	
497.4	755.7	
497.6	761.7	
497.8	768.2	
498.0	774.8	
498.2	781.2	
498.4	787.5	
498.6	793.3	
498.8	799.1	
499.0	805.0	
499.2	811.3	
499.4	817.7	
499.6	824.0	
499.8	830.3	
500.0	836.4	
500.2	842.6	
500.4	849.1	
500.6	855.7	
500.8	862.2	
501.0	868.7	
501.2	874.9	
501.4	881.4	
501.6	887.9	
501.8	894.5	
502.0	901.1	
502.2	907.4	
502.4	913.6	
502.6	920.0	
502.8	926.3	
503.0	932.9	
503.2	939.7	
503.4	946.2	
503.6	952.6	
503.8	959.1	
504.0	965.5	
504.2	972.2	
504.4	979.0	
504.6	985.9	
504.8	992.6	
505.0	999.5	
505.2	1006	
505.4	1013	
505.6	1020	
505.8	1027	
506.0	1034	
506.2	1041	
506.4	1048	
506.6	1055	
506.8	1062	
507.0	1068	
507.2	1074	
507.4	1081	
507.6	1088	
507.8	1095	
508.0	1102	
508.2	1108	
508.4	1114	
508.6	1120	
508.8	1126	
509.0	1133	
509.2	1139	
509.4	1146	
509.6	1153	
509.8	1160	
510.0	1167	
510.2	1174	
510.4	1180	
510.6	1186	
510.8	1193	
511.0	1199	
511.2	1206	
511.4	1213	
511.6	1220	
511.8	1227	
512.0	1234	
512.2	1241	
512.4	1247	
512.6	1254	
512.8	1260	
513.0	1267	
513.2	1274	
513.4	1280	
513.6	1287	
513.8	1294	
514.0	1300	
514.2	1306	
514.4	1312	
514.6	1318	
514.8	1324	
515.0	1331	
515.2	1337	
515.4	1343	
515.6	1349	
515.8	1356	
516.0	1362	
516.2	1369	
516.4	1375	
516.6	1382	
516.8	1389	
517.0	1395	
517.2	1400	
517.4	1405	
517.6	1410	
517.8	1416	
518.0	1422	
518.2	1428	
518.4	1433	
518.6	1439	
518.8	1445	
519.0	1451	
519.2	1457	
519.4	1462	
519.6	1468	
519.8	1473	
520.0	1479	
520.2	1484	
520.4	1489	
520.6	1495	
520.8	1500	
521.0	1505	
521.2	1511	
521.4	1516	
521.6	1521	
521.8	1526	
522.0	1531	
522.2	1535	
522.4	1539	
522.6	1544	
522.8	1549	
523.0	1553	
523.2	1558	
523.4	1563	
523.6	1567	
523.8	1572	
524.0	1576	
524.2	1580	
524.4	1585	
524.6	1589	
524.8	1593	
525.0	1597	
525.2	1600	
525.4	1604	
525.6	1608	
525.8	1611	
526.0	1615	
526.2	1619	
526.4	1622	
526.6	1626	
526.8	1630	
527.0	1634	
527.2	1637	
527.4	1641	
527.6	1643	
527.8	1646	
528.0	1649	
528.2	1651	
528.4	1654	
528.6	1658	
528.8	1661	
529.0	1664	
529.2	1667	
529.4	1669	
529.6	1671	
529.8	1673	
530.0	1675	
530.2	1677	
530.4	1679	
530.6	1680	
530.8	1681	
531.0	1682	
531.2	1683	
531.4	1683	
531.6	1685	
531.8	1686	
532.0	1689	
532.2	1690	
532.4	1691	
532.6	1692	
532.8	1692	
533.0	1693	
533.2	1693	
533.4	1694	
533.6	1694	
533.8	1695	
534.0	1695	
534.2	1695	
534.4	1695	
534.6	1695	
534.8	1694	
535.0	1694	
535.2	1693	
535.4	1692	
535.6	1692	
535.8	1691	
536.0	1691	
536.2	1690	
536.4	1689	
536.6	1688	
536.8	1686	
537.0	1685	
537.2	1684	
537.4	1683	
537.6	1682	
537.8	1681	
538.0	1679	
538.2	1678	
538.4	1677	
538.6	1676	
538.8	1675	
539.0	1674	
539.2	1672	
539.4	1670	
539.6	1669	
539.8	1667	
540.0	1665	
540.2	1663	
540.4	1661	
540.6	1659	
540.8	1657	
541.0	1655	
541.2	1653	
541.4	1650	
541.6	1647	
541.8	1645	
542.0	1642	
542.2	1639	
542.4	1636	
542.6	1634	
542.8	1631	
543.0	1628	
543.2	1625	
543.4	1623	
543.6	1620	
543.8	1617	
544.0	1614	
544.2	1611	
544.4	1608	
544.6	1605	
544.8	1601	
545.0	1598	
545.2	1595	
545.4	1592	
545.6	1589	
545.8	1585	
546.0	1582	
546.2	1579	
546.4	1575	
546.6	1572	
546.8	1568	
547.0	1564	
547.2	1561	
547.4	1557	
547.6	1553	
547.8	1549	
548.0	1545	
548.2	1542	
548.4	1538	
548.6	1533	
548.8	1529	
549.0	1526	
549.2	1522	
549.4	1518	
549.6	1514	
549.8	1511	
550.0	1507	
550.2	1504	
550.4	1500	
550.6	1497	
550.8	1494	
551.0	1490	
551.2	1486	
551.4	1482	
551.6	1477	
551.8	1473	
552.0	1469	
552.2	1465	
552.4	1461	
552.6	1457	
552.8	1453	
553.0	1449	
553.2	1445	
553.4	1441	
553.6	1438	
553.8	1433	
554.0	1429	
554.2	1425	
554.4	1421	
554.6	1417	
554.8	1413	
555.0	1409	
555.2	1405	
555.4	1401	
555.6	1397	
555.8	1393	
556.0	1389	
556.2	1385	
556.4	1381	
556.6	1377	
556.8	1372	
557.0	1368	
557.2	1363	
557.4	1359	
557.6	1354	
557.8	1350	
558.0	1345	
558.2	1341	
558.4	1337	
558.6	1333	
558.8	1329	
559.0	1324	
559.2	1320	
559.4	1316	
559.6	1312	
559.8	1308	
560.0	1303	
560.2	1299	
560.4	1295	
560.6	1291	
560.8	1287	
561.0	1283	
561.2	1278	
561.4	1274	
561.6	1270	
561.8	1265	
562.0	1261	
562.2	1256	
562.4	1252	
562.6	1247	
562.8	1243	
563.0	1239	
563.2	1235	
563.4	1231	
563.6	1226	
563.8	1222	
564.0	1217	
564.2	1212	
564.4	1207	
564.6	1203	
564.8	1199	
565.0	1194	
565.2	1190	
565.4	1186	
565.6	1182	
565.8	1177	
566.0	1172	
566.2	1168	
566.4	1163	
566.6	1158	
566.8	1154	
567.0	1150	
567.2	1146	
567.4	1141	
567.6	1137	
567.8	1133	
568.0	1128	
568.2	1124	
568.4	1119	
568.6	1115	
568.8	1110	
569.0	1105	
569.2	1100	
569.4	1095	
569.6	1090	
569.8	1085	
570.0	1080	
570.2	1075	
570.4	1071	
570.6	1066	
570.8	1062	
571.0	1058	
571.2	1054	
571.4	1050	
571.6	1046	
571.8	1042	
572.0	1038	
572.2	1033	
572.4	1029	
572.6	1025	
572.8	1021	
573.0	1017	
573.2	1012	
573.4	1008	
573.6	1004	
573.8	998.8	
574.0	994.3	
574.2	989.9	
574.4	985.4	
574.6	980.9	
574.8	976.5	
575.0	972.1	
575.2	967.7	
575.4	963.6	
575.6	959.3	
575.8	954.8	
576.0	950.2	
576.2	945.3	
576.4	940.3	
576.6	935.5	
576.8	931.0	
577.0	926.7	
577.2	922.5	
577.4	918.3	
577.6	914.0	
577.8	909.9	
578.0	906.1	
578.2	902.4	
578.4	898.5	
578.6	894.4	
578.8	890.0	
579.0	885.8	
579.2	881.9	
579.4	877.9	
579.6	873.8	
579.8	869.6	
580.0	864.9	
580.2	860.4	
580.4	855.9	
580.6	851.3	
580.8	846.9	
581.0	842.7	
581.2	838.7	
581.4	835.0	
581.6	831.1	
581.8	826.9	
582.0	822.5	
582.2	818.2	
582.4	813.8	
582.6	809.5	
582.8	805.3	
583.0	801.1	
583.2	797.0	
583.4	793.3	
583.6	789.6	
583.8	785.8	
584.0	782.0	
584.2	777.8	
584.4	773.7	
584.6	769.4	
584.8	765.4	
585.0	761.4	
585.2	757.3	
585.4	753.2	
585.6	749.0	
585.8	744.9	
586.0	740.9	
586.2	737.0	
586.4	733.1	
586.6	729.2	
586.8	725.3	
587.0	721.8	
587.2	718.3	
587.4	714.8	
587.6	711.3	
587.8	707.7	
588.0	703.9	
588.2	699.9	
588.4	695.9	
588.6	692.1	
588.8	688.5	
589.0	684.8	
589.2	680.8	
589.4	676.4	
589.6	672.2	
589.8	668.4	
590.0	665.0	
590.2	661.6	
590.4	658.2	
590.6	654.5	
590.8	650.7	
591.0	646.7	
591.2	642.7	
591.4	638.9	
591.6	635.4	
591.8	631.9	
592.0	628.6	
592.2	625.4	
592.4	622.1	
592.6	619.2	
592.8	616.1	
593.0	612.7	
593.2	609.3	
593.4	605.8	
593.6	602.4	
593.8	599.0	
594.0	595.5	
594.2	591.9	
594.4	588.2	
594.6	584.7	
594.8	581.3	
595.0	578.0	
595.2	574.6	
595.4	571.2	
595.6	568.0	
595.8	564.9	
596.0	561.7	
596.2	558.2	
596.4	554.6	
596.6	551.0	
596.8	547.7	
597.0	544.5	
597.2	541.2	
597.4	537.9	
597.6	534.7	
597.8	531.4	
598.0	528.2	
598.2	524.8	
598.4	521.5	
598.6	518.3	
598.8	515.4	
599.0	512.4	
599.2	509.3	
599.4	506.2	
599.6	503.0	
599.8	499.8	
600.0	496.8	
600.2	494.0	
600.4	491.1	
600.6	488.2	
600.8	485.5	
601.0	482.7	
601.2	479.9	
601.4	477.0	
601.6	473.9	
601.8	470.7	
602.0	467.5	
602.2	464.3	
602.4	461.1	
602.6	458.3	
602.8	455.6	
603.0	453.1	
603.2	450.6	
603.4	448.1	
603.6	445.5	
603.8	442.8	
604.0	440.1	
604.2	437.2	
604.4	434.3	
604.6	431.5	
604.8	428.6	
605.0	425.8	
605.2	423.0	
605.4	420.3	
605.6	417.6	
605.8	414.8	
606.0	412.1	
606.2	409.6	
606.4	407.2	
606.6	404.8	
606.8	402.2	
607.0	399.3	
607.2	396.5	
607.4	393.9	
607.6	391.4	
607.8	389.1	
608.0	386.7	
608.2	384.3	
608.4	381.9	
608.6	379.3	
608.8	376.7	
609.0	374.2	
609.2	371.7	
609.4	369.3	
609.6	366.9	
609.8	364.5	
