		
nm	Data	
440.0	9238	
440.2	9187	
440.4	9090	
440.6	8953	
440.8	8780	
441.0	8576	
441.2	8346	
441.4	8093	
441.6	7824	
441.8	7542	
442.0	7251	
442.2	6954	
442.4	6653	
442.6	6347	
442.8	6040	
443.0	5733	
443.2	5428	
443.4	5128	
443.6	4834	
443.8	4548	
444.0	4269	
444.2	3999	
444.4	3738	
444.6	3486	
444.8	3244	
445.0	3014	
445.2	2795	
445.4	2589	
445.6	2394	
445.8	2212	
446.0	2040	
446.2	1879	
446.4	1729	
446.6	1589	
446.8	1460	
447.0	1340	
447.2	1230	
447.4	1129	
447.6	1036	
447.8	951.2	
448.0	873.6	
448.2	802.8	
448.4	738.3	
448.6	679.7	
448.8	626.3	
449.0	577.9	
449.2	534.1	
449.4	494.1	
449.6	457.8	
449.8	424.8	
450.0	394.7	
450.2	367.4	
450.4	342.8	
450.6	320.4	
450.8	300.0	
451.0	281.5	
451.2	264.8	
451.4	249.6	
451.6	236.0	
451.8	223.6	
452.0	212.4	
452.2	202.4	
452.4	193.3	
452.6	185.0	
452.8	177.7	
453.0	171.1	
453.2	165.1	
453.4	159.8	
453.6	155.0	
453.8	150.6	
454.0	146.7	
454.2	143.2	
454.4	140.2	
454.6	137.7	
454.8	135.4	
455.0	133.4	
455.2	131.6	
455.4	129.9	
455.6	128.7	
455.8	127.6	
456.0	126.8	
456.2	126.1	
456.4	125.6	
456.6	125.2	
456.8	125.0	
457.0	124.9	
457.2	124.8	
457.4	124.7	
457.6	124.7	
457.8	124.7	
458.0	124.9	
458.2	125.2	
458.4	125.7	
458.6	126.3	
458.8	127.0	
459.0	127.8	
459.2	128.8	
459.4	129.7	
459.6	130.7	
459.8	131.6	
460.0	132.6	
460.2	133.6	
460.4	134.8	
460.6	136.0	
460.8	137.2	
461.0	138.4	
461.2	139.5	
461.4	140.7	
461.6	141.9	
461.8	143.2	
462.0	144.5	
462.2	146.0	
462.4	147.5	
462.6	149.0	
462.8	150.4	
463.0	151.8	
463.2	153.2	
463.4	154.7	
463.6	156.3	
463.8	157.9	
464.0	159.5	
464.2	161.0	
464.4	162.5	
464.6	164.0	
464.8	165.7	
465.0	167.3	
465.2	169.1	
465.4	170.9	
465.6	172.6	
465.8	174.5	
466.0	176.3	
466.2	178.0	
466.4	179.8	
466.6	181.7	
466.8	183.6	
467.0	185.7	
467.2	187.7	
467.4	189.9	
467.6	192.1	
467.8	194.5	
468.0	196.8	
468.2	199.1	
468.4	201.3	
468.6	203.4	
468.8	205.6	
469.0	207.9	
469.2	210.2	
469.4	212.5	
469.6	214.8	
469.8	217.3	
470.0	219.9	
470.2	222.6	
470.4	225.5	
470.6	228.2	
470.8	230.7	
471.0	233.2	
471.2	235.6	
471.4	238.0	
471.6	240.6	
471.8	243.3	
472.0	246.0	
472.2	248.8	
472.4	251.6	
472.6	254.3	
472.8	257.1	
473.0	260.0	
473.2	263.0	
473.4	266.1	
473.6	269.1	
473.8	271.8	
474.0	274.5	
474.2	277.0	
474.4	279.8	
474.6	282.9	
474.8	286.3	
475.0	289.6	
475.2	292.8	
475.4	295.9	
475.6	299.1	
475.8	302.5	
476.0	305.8	
476.2	309.1	
476.4	312.4	
476.6	315.7	
476.8	319.2	
477.0	322.6	
477.2	326.1	
477.4	329.7	
477.6	333.2	
477.8	336.7	
478.0	340.2	
478.2	343.6	
478.4	347.2	
478.6	350.8	
478.8	354.5	
479.0	358.4	
479.2	362.1	
479.4	365.9	
479.6	369.4	
479.8	373.0	
480.0	376.9	
480.2	381.0	
480.4	385.0	
480.6	389.2	
480.8	393.2	
481.0	397.4	
481.2	401.7	
481.4	406.1	
481.6	410.4	
481.8	414.6	
482.0	418.7	
482.2	422.9	
482.4	427.2	
482.6	431.8	
482.8	436.5	
483.0	441.3	
483.2	446.2	
483.4	451.1	
483.6	456.0	
483.8	460.9	
484.0	465.7	
484.2	470.6	
484.4	475.7	
484.6	480.8	
484.8	486.0	
485.0	491.0	
485.2	495.9	
485.4	501.0	
485.6	506.4	
485.8	511.9	
486.0	517.5	
486.2	523.1	
486.4	528.6	
486.6	534.0	
486.8	539.4	
487.0	544.5	
487.2	549.8	
487.4	555.4	
487.6	561.5	
487.8	567.9	
488.0	574.2	
488.2	580.4	
488.4	586.6	
488.6	592.7	
488.8	598.7	
489.0	604.9	
489.2	611.2	
489.4	617.5	
489.6	624.0	
489.8	630.2	
490.0	636.4	
490.2	642.5	
490.4	648.5	
490.6	654.4	
490.8	660.6	
491.0	667.3	
491.2	674.3	
491.4	681.5	
491.6	688.6	
491.8	695.4	
492.0	702.3	
492.2	709.1	
492.4	716.0	
492.6	723.0	
492.8	730.0	
493.0	736.8	
493.2	743.8	
493.4	750.6	
493.6	757.6	
493.8	764.4	
494.0	771.3	
494.2	778.5	
494.4	786.0	
494.6	793.6	
494.8	801.2	
495.0	808.5	
495.2	815.9	
495.4	823.5	
495.6	831.3	
495.8	838.7	
496.0	846.2	
496.2	853.9	
496.4	861.5	
496.6	868.9	
496.8	875.8	
497.0	882.7	
497.2	889.8	
497.4	897.3	
497.6	905.0	
497.8	912.7	
498.0	920.4	
498.2	928.3	
498.4	936.4	
498.6	944.4	
498.8	952.5	
499.0	960.7	
499.2	969.2	
499.4	977.4	
499.6	985.7	
499.8	993.7	
500.0	1002	
500.2	1009	
500.4	1018	
500.6	1026	
500.8	1034	
501.0	1043	
501.2	1051	
501.4	1060	
501.6	1068	
501.8	1075	
502.0	1083	
502.2	1091	
502.4	1099	
502.6	1107	
502.8	1115	
503.0	1123	
503.2	1131	
503.4	1140	
503.6	1148	
503.8	1156	
504.0	1165	
504.2	1173	
504.4	1182	
504.6	1191	
504.8	1199	
505.0	1207	
505.2	1215	
505.4	1224	
505.6	1232	
505.8	1241	
506.0	1249	
506.2	1257	
506.4	1266	
506.6	1274	
506.8	1283	
507.0	1291	
