		
nm	Data	
440.0	9291	
440.2	9235	
440.4	9135	
440.6	8997	
440.8	8823	
441.0	8618	
441.2	8385	
441.4	8131	
441.6	7860	
441.8	7577	
442.0	7286	
442.2	6988	
442.4	6685	
442.6	6379	
442.8	6072	
443.0	5763	
443.2	5458	
443.4	5156	
443.6	4860	
443.8	4571	
444.0	4291	
444.2	4018	
444.4	3755	
444.6	3502	
444.8	3259	
445.0	3028	
445.2	2808	
445.4	2601	
445.6	2405	
445.8	2221	
446.0	2048	
446.2	1886	
446.4	1735	
446.6	1595	
446.8	1465	
447.0	1345	
447.2	1235	
447.4	1133	
447.6	1040	
447.8	954.7	
448.0	876.7	
448.2	805.6	
448.4	740.9	
448.6	682.0	
448.8	628.4	
449.0	579.7	
449.2	535.5	
449.4	495.3	
449.6	458.6	
449.8	425.3	
450.0	395.2	
450.2	368.0	
450.4	343.4	
450.6	321.2	
450.8	300.9	
451.0	282.4	
451.2	265.6	
451.4	250.3	
451.6	236.6	
451.8	224.1	
452.0	212.9	
452.2	202.7	
452.4	193.5	
452.6	185.2	
452.8	177.8	
453.0	171.0	
453.2	164.9	
453.4	159.5	
453.6	154.6	
453.8	150.3	
454.0	146.5	
454.2	143.0	
454.4	140.0	
454.6	137.2	
454.8	134.7	
455.0	132.6	
455.2	130.8	
455.4	129.2	
455.6	127.9	
455.8	126.9	
456.0	125.9	
456.2	125.1	
456.4	124.5	
456.6	124.0	
456.8	123.8	
457.0	123.8	
457.2	124.0	
457.4	124.2	
457.6	124.4	
457.8	124.7	
458.0	125.0	
458.2	125.5	
458.4	126.1	
458.6	126.6	
458.8	127.2	
459.0	127.8	
459.2	128.5	
459.4	129.2	
459.6	130.0	
459.8	130.9	
460.0	131.8	
460.2	132.7	
460.4	133.7	
460.6	134.8	
460.8	135.9	
461.0	137.1	
461.2	138.3	
461.4	139.5	
461.6	140.8	
461.8	142.2	
462.0	143.6	
462.2	145.0	
462.4	146.3	
462.6	147.6	
462.8	148.9	
463.0	150.2	
463.2	151.6	
463.4	153.0	
463.6	154.5	
463.8	155.9	
464.0	157.4	
464.2	158.9	
464.4	160.5	
464.6	162.0	
464.8	163.9	
465.0	165.8	
465.2	167.6	
465.4	169.3	
465.6	170.9	
465.8	172.5	
466.0	174.2	
466.2	175.9	
466.4	177.8	
466.6	179.9	
466.8	182.0	
467.0	184.0	
467.2	186.0	
467.4	187.8	
467.6	189.8	
467.8	191.8	
468.0	193.8	
468.2	195.8	
468.4	197.8	
