
nm	Data	
440.0	9999.9	
440.2	9939	
440.4	9829	
440.6	9677	
440.8	9487	
441.0	9264	
441.2	9013	
441.4	8738	
441.6	8445	
441.8	8137	
442.0	7822	
442.2	7499	
442.4	7171	
442.6	6841	
442.8	6508	
443.0	6175	
443.2	5844	
443.4	5519	
443.6	5200	
443.8	4890	
444.0	4589	
444.2	4297	
444.4	4014	
444.6	3742	
444.8	3482	
445.0	3233	
445.2	2998	
445.4	2776	
445.6	2567	
445.8	2370	
446.0	2185	
446.2	2013	
446.4	1851	
446.6	1701	
446.8	1563	
447.0	1435	
447.2	1317	
447.4	1208	
447.6	1109	
447.8	1018	
448.0	934.9	
448.2	859.2	
448.4	790.4	
448.6	727.6	
448.8	670.6	
449.0	618.8	
449.2	571.8	
449.4	529.0	
449.6	490.2	
449.8	454.8	
450.0	422.6	
450.2	393.4	
450.4	367.0	
450.6	342.9	
450.8	321.1	
451.0	301.3	
451.2	283.4	
451.4	267.1	
451.6	252.3	
451.8	239.0	
452.0	227.0	
452.2	216.1	
452.4	206.4	
452.6	197.5	
452.8	189.5	
453.0	182.4	
453.2	176.0	
453.4	170.2	
453.6	165.1	
453.8	160.4	
454.0	156.2	
454.2	152.4	
454.4	149.1	
454.6	146.3	
454.8	143.8	
455.0	141.6	
455.2	139.6	
455.4	137.9	
455.6	136.5	
455.8	135.3	
456.0	134.3	
456.2	133.5	
456.4	132.9	
456.6	132.4	
456.8	132.1	
457.0	132.0	
457.2	131.8	
457.4	131.8	
457.6	131.8	
457.8	131.9	
458.0	132.3	
458.2	132.7	
458.4	133.1	
458.6	133.5	
458.8	134.1	
459.0	134.8	
459.2	135.6	
459.4	136.5	
459.6	137.4	
459.8	138.4	
460.0	139.3	
460.2	140.2	
460.4	141.2	
460.6	142.2	
460.8	143.3	
461.0	144.4	
461.2	145.5	
461.4	146.7	
461.6	147.8	
461.8	148.9	
462.0	150.1	
462.2	151.4	
462.4	152.8	
462.6	154.3	
462.8	155.7	
463.0	157.1	
463.2	158.5	
463.4	159.8	
463.6	161.3	
463.8	162.7	
464.0	164.2	
464.2	165.8	
464.4	167.3	
464.6	168.9	
464.8	170.3	
465.0	171.7	
465.2	173.5	
465.4	175.2	
465.6	177.0	
465.8	178.8	
466.0	180.6	
466.2	182.5	
466.4	184.7	
466.6	186.7	
466.8	188.8	
467.0	190.8	
467.2	192.8	
467.4	194.9	
467.6	197.0	
467.8	199.0	
468.0	200.9	
468.2	203.0	
468.4	205.1	
468.6	207.2	
468.8	209.4	
469.0	211.5	
469.2	213.7	
469.4	216.1	
469.6	218.5	
469.8	221.2	
470.0	223.8	
470.2	226.5	
470.4	229.3	
470.6	232.0	
470.8	234.5	
471.0	237.0	
471.2	239.4	
471.4	241.9	
471.6	244.6	
471.8	247.4	
472.0	250.2	
472.2	253.0	
472.4	255.7	
472.6	258.4	
472.8	261.2	
473.0	264.1	
473.2	267.0	
473.4	269.9	
473.6	272.6	
473.8	275.4	
474.0	278.3	
474.2	281.2	
474.4	284.1	
474.6	286.8	
474.8	289.6	
475.0	292.5	
475.2	295.7	
475.4	298.9	
475.6	302.2	
475.8	305.4	
476.0	308.5	
476.2	311.6	
476.4	314.5	
476.6	317.4	
476.8	320.4	
477.0	323.6	
477.2	326.7	
477.4	330.2	
477.6	333.8	
477.8	337.4	
478.0	341.1	
478.2	344.7	
478.4	348.3	
478.6	352.0	
478.8	355.7	
479.0	359.6	
479.2	363.4	
479.4	367.3	
479.6	371.3	
479.8	375.3	
480.0	379.2	
480.2	383.0	
480.4	386.8	
480.6	390.6	
480.8	394.7	
481.0	398.8	
481.2	402.9	
481.4	406.8	
481.6	410.6	
481.8	414.4	
482.0	418.2	
482.2	422.2	
482.4	426.2	
482.6	430.3	
482.8	434.8	
483.0	439.6	
483.2	444.4	
483.4	449.2	
483.6	454.0	
483.8	458.6	
484.0	463.4	
484.2	468.1	
484.4	473.0	
484.6	477.8	
484.8	482.8	
485.0	487.9	
485.2	493.2	
485.4	498.7	
485.6	504.3	
485.8	510.0	
486.0	515.4	
486.2	520.7	
486.4	526.0	
486.6	531.3	
486.8	536.7	
487.0	542.3	
487.2	548.0	
487.4	553.6	
487.6	559.1	
487.8	564.5	
488.0	570.1	
488.2	575.6	
488.4	581.3	
488.6	587.0	
488.8	593.0	
489.0	599.1	
489.2	605.2	
489.4	611.4	
489.6	617.7	
489.8	624.0	
490.0	630.5	
490.2	636.9	
490.4	643.2	
490.6	649.4	
490.8	655.9	
491.0	662.6	
491.2	669.6	
491.4	676.5	
491.6	683.2	
491.8	689.7	
492.0	696.1	
492.2	702.7	
492.4	709.3	
492.6	715.9	
492.8	722.7	
493.0	729.5	
493.2	736.2	
493.4	743.1	
493.6	749.9	
493.8	757.1	
494.0	764.3	
494.2	771.3	
494.4	778.2	
494.6	785.1	
494.8	791.8	
495.0	798.8	
495.2	805.8	
495.4	813.0	
495.6	820.5	
495.8	827.7	
496.0	834.8	
496.2	841.7	
496.4	848.9	
496.6	856.5	
496.8	864.1	
497.0	871.4	
497.2	878.5	
497.4	885.6	
497.6	893.1	
497.8	900.5	
498.0	907.8	
498.2	914.7	
498.4	921.6	
498.6	928.9	
498.8	936.8	
499.0	944.9	
499.2	953.0	
499.4	961.0	
499.6	968.8	
499.8	976.4	
500.0	983.9	
500.2	991.5	
500.4	999.2	
500.6	1007	
500.8	1015	
501.0	1023	
501.2	1031	
501.4	1039	
501.6	1047	
501.8	1055	
502.0	1063	
502.2	1071	
502.4	1078	
502.6	1086	
502.8	1094	
503.0	1102	
503.2	1110	
503.4	1119	
503.6	1127	
503.8	1136	
504.0	1144	
504.2	1151	
504.4	1159	
504.6	1167	
504.8	1175	
505.0	1183	
505.2	1191	
505.4	1199	
505.6	1207	
505.8	1216	
506.0	1224	
506.2	1232	
506.4	1240	
506.6	1248	
506.8	1257	
507.0	1265	
507.2	1273	
507.4	1281	
507.6	1290	
507.8	1299	
508.0	1307	
508.2	1316	
508.4	1324	
508.6	1332	
508.8	1341	
509.0	1350	
509.2	1358	
509.4	1367	
509.6	1375	
509.8	1383	
510.0	1391	
510.2	1400	
510.4	1407	
510.6	1415	
510.8	1423	
511.0	1431	
511.2	1439	
511.4	1447	
511.6	1454	
511.8	1461	
512.0	1469	
512.2	1476	
512.4	1484	
512.6	1492	
512.8	1499	
513.0	1507	
513.2	1515	
513.4	1523	
513.6	1532	
513.8	1540	
514.0	1549	
514.2	1557	
514.4	1564	
514.6	1572	
514.8	1580	
515.0	1589	
515.2	1597	
515.4	1605	
515.6	1613	
515.8	1621	
516.0	1628	
516.2	1636	
516.4	1643	
516.6	1651	
516.8	1659	
517.0	1667	
517.2	1674	
517.4	1681	
517.6	1687	
517.8	1693	
518.0	1700	
518.2	1707	
518.4	1715	
518.6	1722	
518.8	1729	
519.0	1736	
519.2	1743	
519.4	1749	
519.6	1756	
519.8	1763	
520.0	1769	
520.2	1776	
520.4	1783	
520.6	1789	
520.8	1795	
521.0	1801	
521.2	1807	
521.4	1813	
521.6	1820	
521.8	1827	
522.0	1833	
522.2	1840	
522.4	1846	
522.6	1852	
522.8	1857	
523.0	1864	
523.2	1870	
523.4	1876	
523.6	1881	
523.8	1887	
524.0	1891	
524.2	1897	
524.4	1901	
524.6	1906	
524.8	1911	
525.0	1917	
525.2	1921	
525.4	1926	
525.6	1931	
525.8	1936	
526.0	1941	
526.2	1946	
526.4	1951	
526.6	1956	
526.8	1960	
527.0	1965	
527.2	1969	
527.4	1973	
527.6	1977	
527.8	1981	
528.0	1985	
528.2	1989	
528.4	1992	
528.6	1994	
528.8	1997	
529.0	2000	
529.2	2004	
529.4	2007	
529.6	2009	
529.8	2011	
530.0	2013	
530.2	2016	
530.4	2018	
530.6	2021	
530.8	2023	
531.0	2025	
531.2	2026	
531.4	2028	
531.6	2029	
531.8	2030	
532.0	2031	
532.2	2032	
532.4	2033	
532.6	2035	
532.8	2036	
533.0	2037	
533.2	2039	
533.4	2040	
533.6	2040	
533.8	2041	
534.0	2041	
534.2	2041	
534.4	2041	
534.6	2041	
534.8	2042	
535.0	2042	
535.2	2042	
535.4	2042	
535.6	2041	
535.8	2040	
536.0	2039	
536.2	2038	
536.4	2036	
536.6	2035	
536.8	2034	
537.0	2034	
537.2	2033	
537.4	2032	
537.6	2030	
537.8	2028	
538.0	2026	
538.2	2024	
538.4	2021	
538.6	2019	
538.8	2017	
539.0	2015	
539.2	2014	
539.4	2012	
539.6	2010	
539.8	2008	
540.0	2006	
540.2	2004	
540.4	2002	
540.6	1999	
540.8	1997	
541.0	1993	
541.2	1990	
541.4	1986	
541.6	1983	
541.8	1980	
542.0	1977	
542.2	1974	
542.4	1971	
542.6	1968	
542.8	1965	
543.0	1962	
543.2	1959	
543.4	1955	
543.6	1951	
543.8	1947	
544.0	1943	
544.2	1939	
544.4	1936	
544.6	1933	
544.8	1930	
545.0	1926	
545.2	1922	
545.4	1918	
545.6	1914	
545.8	1910	
546.0	1906	
546.2	1903	
546.4	1898	
546.6	1893	
546.8	1889	
547.0	1884	
547.2	1880	
547.4	1876	
547.6	1872	
547.8	1868	
548.0	1864	
548.2	1860	
548.4	1856	
548.6	1852	
548.8	1848	
549.0	1843	
549.2	1839	
549.4	1835	
549.6	1831	
549.8	1826	
550.0	1821	
550.2	1816	
550.4	1811	
550.6	1806	
550.8	1801	
551.0	1797	
551.2	1792	
551.4	1787	
551.6	1782	
551.8	1777	
552.0	1772	
552.2	1767	
552.4	1762	
552.6	1757	
552.8	1753	
553.0	1748	
553.2	1744	
553.4	1740	
553.6	1735	
553.8	1730	
554.0	1724	
554.2	1719	
554.4	1714	
554.6	1709	
554.8	1703	
555.0	1698	
555.2	1693	
555.4	1688	
555.6	1684	
555.8	1678	
556.0	1673	
556.2	1668	
556.4	1663	
556.6	1658	
556.8	1653	
557.0	1647	
557.2	1642	
557.4	1636	
557.6	1630	
557.8	1625	
558.0	1620	
558.2	1616	
558.4	1611	
558.6	1606	
558.8	1602	
559.0	1597	
559.2	1592	
559.4	1587	
559.6	1583	
559.8	1578	
560.0	1573	
560.2	1568	
560.4	1563	
560.6	1557	
560.8	1552	
561.0	1546	
561.2	1540	
561.4	1535	
561.6	1530	
561.8	1525	
562.0	1519	
562.2	1514	
562.4	1509	
562.6	1504	
562.8	1498	
563.0	1493	
563.2	1487	
563.4	1482	
563.6	1477	
563.8	1471	
564.0	1466	
564.2	1461	
564.4	1456	
564.6	1452	
564.8	1446	
565.0	1441	
565.2	1436	
565.4	1430	
565.6	1424	
565.8	1419	
566.0	1413	
566.2	1407	
566.4	1402	
566.6	1396	
566.8	1391	
567.0	1386	
567.2	1381	
567.4	1376	
567.6	1371	
567.8	1366	
568.0	1361	
568.2	1356	
568.4	1350	
568.6	1345	
568.8	1339	
569.0	1334	
569.2	1329	
569.4	1323	
569.6	1318	
569.8	1313	
570.0	1307	
570.2	1302	
570.4	1297	
570.6	1291	
570.8	1286	
571.0	1281	
571.2	1276	
571.4	1271	
571.6	1266	
571.8	1261	
572.0	1256	
572.2	1251	
572.4	1245	
572.6	1240	
572.8	1235	
573.0	1230	
573.2	1224	
573.4	1219	
573.6	1213	
573.8	1208	
574.0	1202	
574.2	1197	
574.4	1191	
574.6	1185	
574.8	1180	
575.0	1175	
575.2	1170	
575.4	1164	
575.6	1159	
575.8	1153	
576.0	1148	
576.2	1143	
576.4	1138	
576.6	1133	
576.8	1128	
577.0	1122	
577.2	1117	
577.4	1112	
577.6	1107	
577.8	1102	
578.0	1097	
578.2	1092	
578.4	1087	
578.6	1082	
578.8	1076	
579.0	1071	
579.2	1066	
579.4	1060	
579.6	1055	
579.8	1049	
580.0	1044	
580.2	1039	
580.4	1034	
580.6	1029	
580.8	1024	
581.0	1019	
581.2	1014	
581.4	1009	
581.6	1004	
581.8	999.2	
582.0	993.8	
582.2	988.6	
582.4	983.5	
582.6	978.5	
582.8	973.5	
583.0	968.6	
583.2	963.3	
583.4	958.4	
583.6	953.7	
583.8	949.2	
584.0	944.5	
584.2	939.5	
584.4	934.2	
584.6	929.0	
584.8	923.9	
585.0	918.9	
585.2	914.1	
585.4	909.5	
585.6	904.6	
585.8	899.7	
586.0	894.8	
586.2	890.3	
586.4	885.9	
586.6	881.7	
586.8	877.2	
587.0	872.7	
587.2	868.3	
587.4	863.8	
587.6	859.4	
587.8	855.2	
588.0	850.7	
588.2	846.3	
588.4	841.7	
588.6	837.1	
588.8	832.7	
589.0	828.3	
589.2	823.7	
589.4	819.3	
589.6	814.4	
589.8	810.0	
590.0	805.6	
590.2	801.3	
590.4	797.0	
590.6	792.5	
590.8	787.8	
591.0	783.2	
591.2	778.5	
591.4	774.1	
591.6	770.0	
591.8	765.8	
592.0	761.7	
592.2	757.4	
592.4	753.2	
592.6	748.9	
592.8	744.8	
593.0	740.5	
593.2	736.0	
593.4	731.6	
593.6	727.2	
593.8	722.8	
594.0	718.4	
594.2	714.2	
594.4	709.9	
594.6	705.5	
594.8	701.1	
595.0	696.8	
595.2	692.8	
595.4	689.0	
595.6	685.2	
595.8	681.5	
596.0	677.5	
596.2	673.6	
596.4	669.8	
596.6	665.8	
596.8	661.7	
597.0	657.8	
597.2	653.8	
597.4	650.0	
597.6	646.2	
597.8	642.4	
598.0	638.7	
598.2	635.2	
