	
nm	Data	
440.0	9999.9	
440.2	9985	
440.4	9914	
440.6	9794	
440.8	9629	
441.0	9426	
441.2	9191	
441.4	8926	
441.6	8640	
441.8	8337	
442.0	8022	
442.2	7698	
442.4	7369	
442.6	7034	
442.8	6697	
443.0	6359	
443.2	6023	
443.4	5690	
443.6	5363	
443.8	5044	
444.0	4734	
444.2	4432	
444.4	4141	
444.6	3860	
444.8	3591	
445.0	3335	
445.2	3091	
445.4	2861	
445.6	2645	
445.8	2441	
446.0	2250	
446.2	2072	
446.4	1905	
446.6	1750	
446.8	1607	
447.0	1474	
447.2	1352	
447.4	1240	
447.6	1137	
447.8	1043	
448.0	957.4	
448.2	879.1	
448.4	807.9	
448.6	743.1	
448.8	684.2	
449.0	630.5	
449.2	581.8	
449.4	537.5	
449.6	497.3	
449.8	460.8	
450.0	427.6	
450.2	397.5	
450.4	370.2	
450.6	345.4	
450.8	322.9	
451.0	302.5	
451.2	284.1	
451.4	267.4	
451.6	252.1	
451.8	238.4	
452.0	225.9	
452.2	214.6	
452.4	204.4	
452.6	195.2	
452.8	186.8	
453.0	179.2	
453.2	172.3	
453.4	166.1	
453.6	160.5	
453.8	155.5	
454.0	151.1	
454.2	147.2	
454.4	143.7	
454.6	140.6	
454.8	137.7	
455.0	135.0	
455.2	132.6	
455.4	130.5	
455.6	128.8	
455.8	127.4	
456.0	126.2	
456.2	125.2	
456.4	124.2	
456.6	123.4	
456.8	122.8	
457.0	122.4	
457.2	122.2	
457.4	122.0	
457.6	121.8	
457.8	121.8	
458.0	121.8	
458.2	122.0	
458.4	122.3	
458.6	122.5	
458.8	122.8	
459.0	123.2	
459.2	123.7	
459.4	124.2	
459.6	124.9	
459.8	125.5	
460.0	126.4	
460.2	127.2	
460.4	128.1	
460.6	129.0	
460.8	129.9	
461.0	130.8	
461.2	131.6	
461.4	132.4	
461.6	133.3	
461.8	134.3	
462.0	135.2	
462.2	136.3	
462.4	137.4	
462.6	138.6	
462.8	139.9	
463.0	141.3	
463.2	142.5	
463.4	143.7	
463.6	144.9	
463.8	146.1	
464.0	147.3	
464.2	148.6	
464.4	149.9	
464.6	151.3	
464.8	152.8	
465.0	154.3	
465.2	155.8	
465.4	157.3	
465.6	158.6	
465.8	160.0	
466.0	161.4	
466.2	162.8	
466.4	164.3	
466.6	165.9	
466.8	167.6	
467.0	169.3	
467.2	171.0	
467.4	172.6	
467.6	174.2	
467.8	175.9	
468.0	177.6	
468.2	179.4	
468.4	181.1	
468.6	182.8	
468.8	184.5	
469.0	186.2	
469.2	188.0	
469.4	189.8	
469.6	191.6	
469.8	193.5	
470.0	195.3	
470.2	197.2	
470.4	199.1	
470.6	201.1	
470.8	203.3	
471.0	205.6	
471.2	207.9	
471.4	210.1	
471.6	212.2	
471.8	214.3	
472.0	216.5	
472.2	218.7	
472.4	220.8	
472.6	222.9	
472.8	225.0	
473.0	227.1	
473.2	229.4	
473.4	231.7	
473.6	234.1	
473.8	236.4	
474.0	238.7	
474.2	241.3	
474.4	243.9	
474.6	246.5	
474.8	249.3	
475.0	251.8	
475.2	254.4	
475.4	256.9	
475.6	259.6	
475.8	262.1	
476.0	264.7	
476.2	267.5	
476.4	270.1	
476.6	272.8	
476.8	275.5	
477.0	278.0	
477.2	280.5	
477.4	283.1	
477.6	285.7	
477.8	288.4	
478.0	291.1	
478.2	293.9	
478.4	296.6	
478.6	299.3	
478.8	302.0	
479.0	304.8	
479.2	307.6	
479.4	310.6	
479.6	313.7	
479.8	316.7	
480.0	319.7	
480.2	322.6	
480.4	325.6	
480.6	328.8	
480.8	332.2	
481.0	335.5	
481.2	338.6	
481.4	341.7	
481.6	344.8	
481.8	348.0	
482.0	351.2	
482.2	354.4	
482.4	357.6	
482.6	361.0	
482.8	364.4	
483.0	367.9	
483.2	371.7	
483.4	375.4	
483.6	379.0	
483.8	382.6	
484.0	386.2	
484.2	389.8	
484.4	393.7	
484.6	397.6	
484.8	401.6	
485.0	405.5	
485.2	409.4	
485.4	413.6	
485.6	417.9	
485.8	422.2	
486.0	426.5	
486.2	430.7	
486.4	434.9	
486.6	439.5	
486.8	443.9	
487.0	448.3	
487.2	452.3	
487.4	456.0	
487.6	459.8	
487.8	463.7	
488.0	468.0	
488.2	472.5	
488.4	476.9	
488.6	481.4	
488.8	485.9	
489.0	490.4	
489.2	495.3	
489.4	500.4	
489.6	505.6	
489.8	510.7	
490.0	515.5	
490.2	520.5	
490.4	525.6	
490.6	530.7	
490.8	535.9	
491.0	541.0	
491.2	546.0	
491.4	551.2	
491.6	556.3	
491.8	561.3	
492.0	566.3	
492.2	571.5	
492.4	576.6	
492.6	581.5	
492.8	586.5	
493.0	591.6	
493.2	597.0	
493.4	602.6	
493.6	608.0	
493.8	613.5	
494.0	618.8	
494.2	624.1	
494.4	629.4	
494.6	634.8	
494.8	640.2	
495.0	645.8	
495.2	651.4	
495.4	657.1	
495.6	663.0	
495.8	668.8	
496.0	674.3	
496.2	679.6	
496.4	684.8	
496.6	690.2	
496.8	695.9	
497.0	702.0	
497.2	707.8	
497.4	713.3	
497.6	718.9	
497.8	724.4	
498.0	730.1	
498.2	736.1	
498.4	741.9	
498.6	747.6	
498.8	753.4	
499.0	759.1	
499.2	764.8	
499.4	770.7	
499.6	776.7	
499.8	782.8	
500.0	789.1	
500.2	795.2	
500.4	801.1	
500.6	806.9	
500.8	812.9	
501.0	818.9	
501.2	825.4	
501.4	832.0	
501.6	838.3	
501.8	844.5	
502.0	850.3	
502.2	855.9	
502.4	861.8	
502.6	867.9	
502.8	874.4	
503.0	881.1	
503.2	887.5	
503.4	893.9	
503.6	900.2	
503.8	906.4	
504.0	912.8	
504.2	918.9	
504.4	924.8	
504.6	930.8	
504.8	936.9	
505.0	942.8	
505.2	949.2	
505.4	955.6	
505.6	962.0	
505.8	968.4	
506.0	974.6	
506.2	980.4	
506.4	986.7	
506.6	993.0	
506.8	999.1	
507.0	1005	
507.2	1011	
507.4	1017	
507.6	1024	
507.8	1030	
508.0	1036	
508.2	1042	
508.4	1048	
508.6	1055	
508.8	1061	
509.0	1068	
509.2	1074	
509.4	1081	
509.6	1087	
509.8	1093	
510.0	1100	
510.2	1106	
510.4	1112	
510.6	1119	
510.8	1126	
511.0	1133	
511.2	1139	
511.4	1145	
511.6	1151	
511.8	1158	
512.0	1164	
512.2	1171	
512.4	1177	
512.6	1183	
512.8	1189	
513.0	1195	
513.2	1201	
513.4	1208	
513.6	1214	
513.8	1220	
514.0	1226	
514.2	1232	
514.4	1239	
514.6	1245	
514.8	1251	
515.0	1258	
515.2	1264	
515.4	1269	
515.6	1275	
515.8	1280	
516.0	1286	
516.2	1291	
516.4	1297	
516.6	1303	
516.8	1309	
517.0	1315	
517.2	1321	
517.4	1328	
517.6	1334	
517.8	1339	
518.0	1345	
518.2	1350	
518.4	1354	
518.6	1360	
518.8	1365	
519.0	1370	
